Vintage 2024 Prepared October 2025,,,,,,,,
countyfips,countyname,year,estimate,change,births,deaths,netmig,datatype
105,Rio Grande,1977,10501,-92,200,102,-190,Estimate
107,Routt,1977,10656,544,181,61,424,Estimate
109,Saguache,1977,4039,4,90,30,-56,Estimate
111,San Juan,1977,886,34,25,8,17,Estimate
113,San Miguel,1977,2760,76,48,18,46,Estimate
115,Sedgwick,1977,3324,-24,45,40,-29,Estimate
117,Summit,1977,7232,756,107,21,670,Estimate
119,Teller,1977,6405,347,80,38,305,Estimate
121,Washington,1977,4975,-232,72,54,-250,Estimate
123,Weld,1977,111944,1955,1853,699,801,Estimate
125,Yuma,1977,9196,340,155,114,299,Estimate
0,Colorado,1978,2766084,89864,43573,18114,64405,Estimate
1,Adams,1978,239634,13499,4375,1114,10238,Estimate
3,Alamosa,1978,11572,234,216,85,103,Estimate
5,Arapahoe,1978,261140,20456,3847,1128,17737,Estimate
7,Archuleta,1978,3684,80,75,17,22,Estimate
9,Baca,1978,5513,-14,93,58,-49,Estimate
11,Bent,1978,5887,-242,94,56,-280,Estimate
13,Boulder,1978,183474,5496,2331,853,4018,Estimate
15,Chaffee,1978,12583,97,202,117,12,Estimate
17,Cheyenne,1978,2125,74,35,19,58,Estimate
19,Clear Creek,1978,6605,440,141,30,329,Estimate
21,Conejos,1978,7856,-58,174,63,-169,Estimate
23,Costilla,1978,3243,90,58,23,55,Estimate
25,Crowley,1978,2932,-205,52,47,-210,Estimate
27,Custer,1978,1355,102,21,7,88,Estimate
29,Delta,1978,19591,511,313,210,408,Estimate
31,Denver,1978,496054,-648,7641,4582,-3707,Estimate
33,Dolores,1978,1519,52,35,12,29,Estimate
35,Douglas,1978,20787,3173,272,87,2988,Estimate
37,Eagle,1978,12872,789,194,51,646,Estimate
39,Elbert,1978,5595,261,95,32,198,Estimate
41,El Paso,1978,305048,6328,5669,1627,2286,Estimate
43,Fremont,1978,27032,520,357,375,538,Estimate
45,Garfield,1978,19963,971,335,148,784,Estimate
47,Gilpin,1978,2102,129,43,13,99,Estimate
49,Grand,1978,6904,336,118,37,255,Estimate
51,Gunnison,1978,9568,310,113,43,240,Estimate
53,Hinsdale,1978,490,24,6,5,23,Estimate
55,Huerfano,1978,6712,36,96,72,12,Estimate
57,Jackson,1978,1801,120,27,13,106,Estimate
59,Jefferson,1978,355220,18084,4905,1729,14908,Estimate
61,Kiowa,1978,1786,-89,33,16,-106,Estimate
63,Kit Carson,1978,7483,-188,142,73,-257,Estimate
65,Lake,1978,8736,-21,176,38,-159,Estimate
67,La Plata,1978,26411,1775,419,176,1532,Estimate
69,Larimer,1978,137739,6575,1985,783,5373,Estimate
71,Las Animas,1978,14922,-430,220,188,-462,Estimate
73,Lincoln,1978,4583,-157,67,50,-174,Estimate
75,Logan,1978,19359,-144,321,149,-316,Estimate
77,Mesa,1978,70851,3557,1145,618,3030,Estimate
79,Mineral,1978,832,16,9,5,12,Estimate
81,Moffat,1978,10717,279,226,78,131,Estimate
83,Montezuma,1978,15356,269,277,138,130,Estimate
85,Montrose,1978,22791,823,383,181,621,Estimate
87,Morgan,1978,21386,-167,354,197,-324,Estimate
89,Otero,1978,22781,-465,393,263,-595,Estimate
91,Ouray,1978,1984,61,31,15,45,Estimate
93,Park,1978,4006,486,73,23,436,Estimate
95,Phillips,1978,4362,-17,70,58,-29,Estimate
97,Pitkin,1978,10796,571,100,32,503,Estimate
99,Prowers,1978,13271,-234,273,136,-371,Estimate
101,Pueblo,1978,123937,212,1920,1027,-681,Estimate
103,Rio Blanco,1978,5470,361,118,38,281,Estimate
105,Rio Grande,1978,10535,34,194,107,-53,Estimate
107,Routt,1978,11796,1140,202,56,994,Estimate
109,Saguache,1978,4231,192,81,32,143,Estimate
111,San Juan,1978,956,70,19,10,61,Estimate
113,San Miguel,1978,2890,130,45,13,98,Estimate
115,Sedgwick,1978,3375,51,56,39,34,Estimate
117,Summit,1978,7989,757,118,24,663,Estimate
119,Teller,1978,6995,590,92,39,537,Estimate
121,Washington,1978,4835,-140,80,49,-171,Estimate
123,Weld,1978,114905,2961,1848,693,1806,Estimate
125,Yuma,1978,9157,-39,170,117,-92,Estimate
0,Colorado,1979,2850234,84150,45637,18380,56893,Estimate
1,Adams,1979,246063,6429,4504,1179,3104,Estimate
3,Alamosa,1979,11623,51,212,72,-89,Estimate
5,Arapahoe,1979,278439,17299,4201,1213,14311,Estimate
7,Archuleta,1979,3857,173,74,23,122,Estimate
9,Baca,1979,5465,-48,81,60,-69,Estimate
11,Bent,1979,6008,121,97,48,72,Estimate
13,Boulder,1979,187199,3725,2491,869,2103,Estimate
15,Chaffee,1979,13019,436,232,121,325,Estimate
17,Cheyenne,1979,2175,50,42,28,36,Estimate
19,Clear Creek,1979,6990,385,163,33,255,Estimate
21,Conejos,1979,7790,-66,170,58,-178,Estimate
23,Costilla,1979,3153,-90,52,24,-118,Estimate
25,Crowley,1979,2818,-114,46,35,-125,Estimate
27,Custer,1979,1558,203,27,7,183,Estimate
29,Delta,1979,20644,1053,314,217,956,Estimate
31,Denver,1979,496263,209,7823,4587,-3027,Estimate
33,Dolores,1979,1514,-5,36,13,-28,Estimate
35,Douglas,1979,23101,2314,325,99,2088,Estimate
37,Eagle,1979,13283,411,241,57,227,Estimate
39,Elbert,1979,6201,606,90,35,551,Estimate
41,El Paso,1979,309369,4321,5682,1676,315,Estimate
43,Fremont,1979,28590,1558,387,353,1524,Estimate
45,Garfield,1979,21621,1658,400,145,1403,Estimate
47,Gilpin,1979,2231,129,38,15,106,Estimate
49,Grand,1979,7208,304,127,33,210,Estimate
51,Gunnison,1979,9967,399,124,31,306,Estimate
53,Hinsdale,1979,504,14,6,4,12,Estimate
55,Huerfano,1979,6556,-156,101,72,-185,Estimate
57,Jackson,1979,1771,-30,27,14,-43,Estimate
59,Jefferson,1979,369693,14473,5187,1804,11090,Estimate
61,Kiowa,1979,1868,82,35,20,67,Estimate
63,Kit Carson,1979,7586,103,131,63,35,Estimate
65,Lake,1979,8847,111,180,39,-30,Estimate
67,La Plata,1979,26401,-10,442,178,-274,Estimate
69,Larimer,1979,145531,7792,2183,788,6397,Estimate
71,Las Animas,1979,14617,-305,211,177,-339,Estimate
73,Lincoln,1979,4560,-23,67,62,-28,Estimate
75,Logan,1979,19272,-87,331,147,-271,Estimate
77,Mesa,1979,76703,5852,1268,569,5153,Estimate
79,Mineral,1979,791,-41,10,7,-44,Estimate
81,Moffat,1979,12532,1815,269,75,1621,Estimate
83,Montezuma,1979,16279,923,286,135,772,Estimate
85,Montrose,1979,23441,650,409,182,423,Estimate
87,Morgan,1979,21865,479,388,206,297,Estimate
89,Otero,1979,22574,-207,389,256,-340,Estimate
91,Ouray,1979,1989,5,32,14,-13,Estimate
93,Park,1979,4553,547,96,22,473,Estimate
95,Phillips,1979,4423,61,63,48,46,Estimate
97,Pitkin,1979,10533,-263,95,33,-325,Estimate
99,Prowers,1979,13397,126,276,135,-15,Estimate
101,Pueblo,1979,125933,1996,1953,1046,1089,Estimate
103,Rio Blanco,1979,6054,584,130,39,493,Estimate
105,Rio Grande,1979,10575,40,184,113,-31,Estimate
107,Routt,1979,12976,1180,227,53,1006,Estimate
109,Saguache,1979,3952,-279,86,35,-330,Estimate
111,San Juan,1979,850,-106,17,7,-116,Estimate
113,San Miguel,1979,2862,-28,57,13,-72,Estimate
115,Sedgwick,1979,3413,38,53,39,24,Estimate
117,Summit,1979,8563,574,126,18,466,Estimate
119,Teller,1979,7888,893,116,40,817,Estimate
121,Washington,1979,4871,36,80,55,11,Estimate
123,Weld,1979,120243,5338,1968,732,4102,Estimate
125,Yuma,1979,9619,462,179,109,392,Estimate
0,Colorado,1980,2908036,57802,48463,18685,28024,Estimate
1,Adams,1980,247377,1314,4681,1251,-2116,Estimate
3,Alamosa,1980,11877,254,217,69,106,Estimate
5,Arapahoe,1980,297761,19322,4692,1278,15908,Estimate
7,Archuleta,1980,3734,-123,70,25,-168,Estimate
9,Baca,1980,5407,-58,82,55,-85,Estimate
11,Bent,1980,5944,-64,93,48,-109,Estimate
13,Boulder,1980,190695,3496,2644,897,1749,Estimate
15,Chaffee,1980,13295,276,253,119,142,Estimate
17,Cheyenne,1980,2164,-11,40,25,-26,Estimate
19,Clear Creek,1980,7349,359,155,36,240,Estimate
21,Conejos,1980,7776,-14,183,59,-138,Estimate
23,Costilla,1980,3069,-84,55,32,-107,Estimate
25,Crowley,1980,2983,165,41,35,159,Estimate
27,Custer,1980,1535,-23,32,8,-47,Estimate
29,Delta,1980,21477,833,336,227,724,Estimate
31,Denver,1980,493385,-2878,8201,4525,-6554,Estimate
33,Dolores,1980,1662,148,35,10,123,Estimate
35,Douglas,1980,25627,2526,355,93,2264,Estimate
37,Eagle,1980,13411,128,280,48,-104,Estimate
39,Elbert,1980,6904,703,97,43,649,Estimate
41,El Paso,1980,311995,2626,5769,1705,-1438,Estimate
43,Fremont,1980,28847,257,402,347,202,Estimate
45,Garfield,1980,23000,1379,429,148,1098,Estimate
47,Gilpin,1980,2477,246,36,13,223,Estimate
49,Grand,1980,7530,322,149,33,206,Estimate
51,Gunnison,1980,10686,719,135,35,619,Estimate
53,Hinsdale,1980,417,-87,4,3,-88,Estimate
55,Huerfano,1980,6417,-139,95,84,-150,Estimate
57,Jackson,1980,1895,124,33,9,100,Estimate
59,Jefferson,1980,374709,5016,5551,1836,1301,Estimate
61,Kiowa,1980,1948,80,34,24,70,Estimate
63,Kit Carson,1980,7582,-4,134,65,-73,Estimate
65,Lake,1980,8861,14,218,39,-165,Estimate
67,La Plata,1980,27464,1063,472,194,785,Estimate
69,Larimer,1980,150115,4584,2324,798,3058,Estimate
71,Las Animas,1980,14943,326,233,168,261,Estimate
73,Lincoln,1980,4632,72,70,65,67,Estimate
75,Logan,1980,19797,525,343,154,336,Estimate
77,Mesa,1980,82644,5941,1434,607,5114,Estimate
79,Mineral,1980,825,34,14,6,26,Estimate
81,Moffat,1980,13240,708,311,63,460,Estimate
83,Montezuma,1980,16728,449,309,137,277,Estimate
85,Montrose,1980,24490,1049,454,186,781,Estimate
87,Morgan,1980,22498,633,434,204,403,Estimate
89,Otero,1980,22559,-15,400,253,-162,Estimate
91,Ouray,1980,1951,-38,30,14,-54,Estimate
93,Park,1980,5461,908,110,23,821,Estimate
95,Phillips,1980,4533,110,60,54,104,Estimate
97,Pitkin,1980,10256,-277,106,36,-347,Estimate
99,Prowers,1980,13075,-322,292,123,-491,Estimate
101,Pueblo,1980,125745,-188,2053,1092,-1149,Estimate
103,Rio Blanco,1980,6381,327,144,44,227,Estimate
105,Rio Grande,1980,10581,6,193,117,-70,Estimate
107,Routt,1980,13419,443,244,53,252,Estimate
109,Saguache,1980,3969,17,96,38,-41,Estimate
111,San Juan,1980,862,12,23,3,-8,Estimate
113,San Miguel,1980,3187,325,62,12,275,Estimate
115,Sedgwick,1980,3256,-157,44,36,-165,Estimate
117,Summit,1980,8926,363,156,15,222,Estimate
119,Teller,1980,8155,267,140,46,173,Estimate
121,Washington,1980,5287,416,80,66,402,Estimate
123,Weld,1980,123564,3321,2124,762,1959,Estimate
125,Yuma,1980,9697,78,177,92,-7,Estimate
0,Colorado,1981,2980340,72301,50919,19153,40535,Estimate
1,Adams,1981,253031,5654,4827,1273,2100,Estimate
3,Alamosa,1981,12184,307,242,74,139,Estimate
5,Arapahoe,1981,315543,17782,5089,1364,14057,Estimate
7,Archuleta,1981,4012,278,77,27,228,Estimate
9,Baca,1981,5357,-50,90,53,-87,Estimate
11,Bent,1981,5941,-3,89,58,-34,Estimate
13,Boulder,1981,194914,4219,2876,956,2299,Estimate
15,Chaffee,1981,13561,266,241,110,135,Estimate
17,Cheyenne,1981,2209,45,35,20,30,Estimate
19,Clear Creek,1981,7514,165,160,36,41,Estimate
21,Conejos,1981,7703,-73,185,62,-196,Estimate
23,Costilla,1981,3062,-7,62,35,-34,Estimate
25,Crowley,1981,2962,-21,44,42,-23,Estimate
27,Custer,1981,1563,28,24,10,14,Estimate
29,Delta,1981,22479,1002,363,238,877,Estimate
31,Denver,1981,495990,2605,8547,4561,-1381,Estimate
33,Dolores,1981,1680,18,34,11,-5,Estimate
35,Douglas,1981,27515,1888,381,88,1595,Estimate
37,Eagle,1981,13772,361,313,44,92,Estimate
39,Elbert,1981,7122,218,112,42,148,Estimate
41,El Paso,1981,322174,10179,6032,1730,5877,Estimate
43,Fremont,1981,29521,674,400,352,626,Estimate
45,Garfield,1981,24940,1940,492,154,1602,Estimate
47,Gilpin,1981,2620,143,48,11,106,Estimate
49,Grand,1981,7748,218,162,36,92,Estimate
51,Gunnison,1981,10669,-17,151,45,-123,Estimate
53,Hinsdale,1981,455,35,0,0,35,Estimate
55,Huerfano,1981,6326,-91,91,78,-104,Estimate
57,Jackson,1981,2022,127,31,8,104,Estimate
59,Jefferson,1981,386410,11701,5821,1917,7797,Estimate
61,Kiowa,1981,1995,47,35,25,37,Estimate
63,Kit Carson,1981,7513,-69,135,66,-138,Estimate
65,Lake,1981,8979,118,244,37,-89,Estimate
67,La Plata,1981,28531,1067,467,204,804,Estimate
69,Larimer,1981,153793,3678,2428,862,2112,Estimate
71,Las Animas,1981,15123,180,243,169,106,Estimate
73,Lincoln,1981,4508,-124,85,62,-147,Estimate
75,Logan,1981,19780,-17,353,166,-204,Estimate
77,Mesa,1981,87073,4429,1642,664,3451,Estimate
79,Mineral,1981,910,85,15,6,76,Estimate
81,Moffat,1981,13665,425,324,69,170,Estimate
83,Montezuma,1981,17595,867,323,129,673,Estimate
85,Montrose,1981,25031,541,451,186,276,Estimate
87,Morgan,1981,22435,-63,446,203,-306,Estimate
89,Otero,1981,22523,-36,390,245,-181,Estimate
91,Ouray,1981,2056,105,32,12,85,Estimate
93,Park,1981,5975,514,107,26,433,Estimate
95,Phillips,1981,4495,-38,70,54,-54,Estimate
97,Pitkin,1981,9924,-332,122,37,-417,Estimate
99,Prowers,1981,13092,17,299,125,-157,Estimate
101,Pueblo,1981,124797,-948,2012,1077,-1883,Estimate
103,Rio Blanco,1981,6886,505,151,46,400,Estimate
105,Rio Grande,1981,10856,275,231,102,146,Estimate
107,Routt,1981,13473,54,261,51,-156,Estimate
109,Saguache,1981,4106,137,92,32,77,Estimate
111,San Juan,1981,976,114,22,3,95,Estimate
113,San Miguel,1981,3168,-19,62,9,-72,Estimate
115,Sedgwick,1981,3217,-39,45,33,-51,Estimate
117,Summit,1981,9234,308,187,24,145,Estimate
119,Teller,1981,8635,480,153,46,373,Estimate
121,Washington,1981,5217,-70,81,64,-87,Estimate
123,Weld,1981,124027,463,2219,783,-973,Estimate
125,Yuma,1981,9753,56,173,101,-16,Estimate
0,Colorado,1982,3064868,84522,53457,19512,50577,Estimate
1,Adams,1982,260136,7105,5098,1294,3301,Estimate
3,Alamosa,1982,12258,74,252,81,-97,Estimate
5,Arapahoe,1982,334909,19366,5505,1431,15292,Estimate
7,Archuleta,1982,4196,184,82,33,135,Estimate
9,Baca,1982,5330,-27,88,51,-64,Estimate
11,Bent,1982,5767,-174,92,61,-205,Estimate
13,Boulder,1982,200177,5263,3039,999,3223,Estimate
15,Chaffee,1982,13417,-144,228,106,-266,Estimate
17,Cheyenne,1982,2240,31,38,21,14,Estimate
19,Clear Creek,1982,7421,-93,171,41,-223,Estimate
21,Conejos,1982,7713,10,181,57,-114,Estimate
23,Costilla,1982,3125,63,64,26,25,Estimate
25,Crowley,1982,2909,-53,47,41,-59,Estimate
27,Custer,1982,1621,58,23,15,50,Estimate
29,Delta,1982,23433,954,382,228,800,Estimate
31,Denver,1982,498377,2387,8906,4539,-1980,Estimate
33,Dolores,1982,1682,2,30,16,-12,Estimate
35,Douglas,1982,29927,2412,440,95,2067,Estimate
37,Eagle,1982,15378,1606,362,45,1289,Estimate
39,Elbert,1982,7500,378,123,42,297,Estimate
41,El Paso,1982,331738,9564,6371,1762,4955,Estimate
43,Fremont,1982,30343,822,385,378,815,Estimate
45,Garfield,1982,29029,4089,565,147,3671,Estimate
47,Gilpin,1982,2776,156,59,15,112,Estimate
49,Grand,1982,8113,365,151,40,254,Estimate
51,Gunnison,1982,10619,-50,160,44,-166,Estimate
53,Hinsdale,1982,478,17,0,0,17,Estimate
55,Huerfano,1982,6523,197,91,82,188,Estimate
57,Jackson,1982,2057,35,29,12,18,Estimate
59,Jefferson,1982,398695,12285,6088,1994,8191,Estimate
61,Kiowa,1982,1927,-68,33,24,-77,Estimate
63,Kit Carson,1982,7570,57,140,60,-23,Estimate
65,Lake,1982,8425,-554,207,34,-727,Estimate
67,La Plata,1982,29729,1198,496,194,896,Estimate
69,Larimer,1982,158719,4926,2545,901,3282,Estimate
71,Las Animas,1982,15160,37,259,173,-49,Estimate
73,Lincoln,1982,4495,-13,82,63,-32,Estimate
75,Logan,1982,19649,-131,368,165,-334,Estimate
77,Mesa,1982,93831,6758,1817,689,5630,Estimate
79,Mineral,1982,864,-46,12,4,-54,Estimate
81,Moffat,1982,14887,1222,346,73,949,Estimate
83,Montezuma,1982,18550,955,348,130,737,Estimate
85,Montrose,1982,25245,214,424,193,-17,Estimate
87,Morgan,1982,22700,265,466,220,19,Estimate
89,Otero,1982,22355,-168,370,255,-283,Estimate
91,Ouray,1982,2110,54,39,14,29,Estimate
93,Park,1982,6399,424,125,28,327,Estimate
95,Phillips,1982,4561,66,70,61,57,Estimate
97,Pitkin,1982,10036,112,143,36,5,Estimate
99,Prowers,1982,13363,271,298,138,111,Estimate
101,Pueblo,1982,123756,-1041,1986,1065,-1962,Estimate
103,Rio Blanco,1982,7272,386,162,39,263,Estimate
105,Rio Grande,1982,11092,236,235,98,99,Estimate
107,Routt,1982,13758,285,279,58,64,Estimate
109,Saguache,1982,4201,95,93,26,28,Estimate
111,San Juan,1982,1147,171,28,6,149,Estimate
113,San Miguel,1982,2999,-169,64,12,-221,Estimate
115,Sedgwick,1982,3201,-16,47,35,-28,Estimate
117,Summit,1982,10017,783,207,28,604,Estimate
119,Teller,1982,9314,679,162,47,564,Estimate
121,Washington,1982,5392,175,89,58,144,Estimate
123,Weld,1982,124358,331,2293,774,-1188,Estimate
125,Yuma,1982,9899,146,174,115,87,Estimate
0,Colorado,1983,3137512,72639,54726,19599,37512,Estimate
1,Adams,1983,267245,7109,5266,1299,3142,Estimate
3,Alamosa,1983,12643,385,251,86,220,Estimate
5,Arapahoe,1983,349463,14554,5790,1477,10241,Estimate
7,Archuleta,1983,4989,793,89,33,737,Estimate
9,Baca,1983,5276,-54,98,54,-98,Estimate
11,Bent,1983,5972,205,92,67,180,Estimate
13,Boulder,1983,204606,4429,3060,977,2346,Estimate
15,Chaffee,1983,13211,-206,222,118,-310,Estimate
17,Cheyenne,1983,2226,-14,46,22,-38,Estimate
19,Clear Creek,1983,7723,302,157,42,187,Estimate
21,Conejos,1983,7901,188,169,56,75,Estimate
23,Costilla,1983,3276,151,59,22,114,Estimate
25,Crowley,1983,3032,123,46,40,117,Estimate
27,Custer,1983,1767,146,25,13,134,Estimate
29,Delta,1983,23627,194,381,246,59,Estimate
31,Denver,1983,503273,4896,9110,4541,327,Estimate
33,Dolores,1983,1789,107,33,14,88,Estimate
35,Douglas,1983,33124,3197,510,119,2806,Estimate
37,Eagle,1983,15959,581,379,47,249,Estimate
39,Elbert,1983,7997,497,131,44,410,Estimate
41,El Paso,1983,341721,9983,6474,1784,5293,Estimate
43,Fremont,1983,31366,1023,389,392,1026,Estimate
45,Garfield,1983,28925,-104,569,146,-527,Estimate
47,Gilpin,1983,3024,248,56,15,207,Estimate
49,Grand,1983,8115,2,146,35,-109,Estimate
51,Gunnison,1983,10375,-244,165,43,-366,Estimate
53,Hinsdale,1983,559,76,0,0,76,Estimate
55,Huerfano,1983,6741,218,90,81,209,Estimate
57,Jackson,1983,1818,-239,26,8,-257,Estimate
59,Jefferson,1983,406163,7468,6290,1986,3164,Estimate
61,Kiowa,1983,1925,-2,34,21,-15,Estimate
63,Kit Carson,1983,7765,195,142,69,122,Estimate
65,Lake,1983,7657,-768,160,36,-892,Estimate
67,La Plata,1983,30845,1116,545,195,766,Estimate
69,Larimer,1983,162804,4085,2639,844,2290,Estimate
71,Las Animas,1983,15135,-25,236,177,-84,Estimate
73,Lincoln,1983,4558,63,82,57,38,Estimate
75,Logan,1983,19787,138,340,175,-27,Estimate
77,Mesa,1983,96675,2844,1843,703,1704,Estimate
79,Mineral,1983,877,13,13,5,5,Estimate
81,Moffat,1983,15622,735,333,72,474,Estimate
83,Montezuma,1983,19609,1059,350,146,855,Estimate
85,Montrose,1983,25543,298,421,201,78,Estimate
87,Morgan,1983,23286,586,487,227,326,Estimate
89,Otero,1983,22291,-64,400,247,-217,Estimate
91,Ouray,1983,2124,14,39,14,-11,Estimate
93,Park,1983,6888,489,138,26,377,Estimate
95,Phillips,1983,4688,127,70,61,118,Estimate
97,Pitkin,1983,10207,171,156,29,44,Estimate
99,Prowers,1983,14104,741,311,136,566,Estimate
101,Pueblo,1983,123434,-322,1996,1072,-1246,Estimate
103,Rio Blanco,1983,7621,349,156,37,230,Estimate
105,Rio Grande,1983,11373,281,213,108,176,Estimate
107,Routt,1983,13853,95,284,67,-122,Estimate
109,Saguache,1983,4434,233,103,31,161,Estimate
111,San Juan,1983,1009,-138,31,7,-162,Estimate
113,San Miguel,1983,2914,-85,57,11,-131,Estimate
115,Sedgwick,1983,3159,-42,50,35,-57,Estimate
117,Summit,1983,10310,293,220,22,95,Estimate
119,Teller,1983,10172,858,160,51,749,Estimate
121,Washington,1983,5570,178,102,54,130,Estimate
123,Weld,1983,127334,2976,2312,752,1416,Estimate
125,Yuma,1983,10033,134,184,104,54,Estimate
0,Colorado,1984,3174844,37323,54498,19957,2782,Estimate
1,Adams,1984,265770,-1475,5156,1341,-5290,Estimate
3,Alamosa,1984,12928,285,252,91,124,Estimate
5,Arapahoe,1984,367287,17824,5948,1508,13384,Estimate
7,Archuleta,1984,4981,-8,100,27,-81,Estimate
9,Baca,1984,5051,-225,86,55,-256,Estimate
11,Bent,1984,5838,-134,80,68,-146,Estimate
13,Boulder,1984,210225,5619,3160,1002,3461,Estimate
15,Chaffee,1984,12839,-372,193,126,-439,Estimate
17,Cheyenne,1984,2237,11,55,23,-21,Estimate
19,Clear Creek,1984,7747,24,150,35,-91,Estimate
21,Conejos,1984,7999,98,152,58,4,Estimate
23,Costilla,1984,3267,-9,48,25,-32,Estimate
25,Crowley,1984,2893,-139,47,40,-146,Estimate
27,Custer,1984,1898,131,28,12,115,Estimate
29,Delta,1984,24015,388,352,282,318,Estimate
31,Denver,1984,496672,-6601,8994,4614,-10981,Estimate
33,Dolores,1984,1687,-102,32,11,-123,Estimate
35,Douglas,1984,36327,3203,574,130,2759,Estimate
37,Eagle,1984,16771,812,366,43,489,Estimate
39,Elbert,1984,8261,264,126,46,184,Estimate
41,El Paso,1984,354753,13032,6657,1817,8192,Estimate
43,Fremont,1984,31296,-70,396,400,-66,Estimate
45,Garfield,1984,25642,-3283,519,155,-3647,Estimate
47,Gilpin,1984,3013,-11,58,11,-58,Estimate
49,Grand,1984,8893,778,149,33,662,Estimate
51,Gunnison,1984,10419,44,141,37,-60,Estimate
53,Hinsdale,1984,580,12,0,0,12,Estimate
55,Huerfano,1984,6639,-102,84,71,-115,Estimate
57,Jackson,1984,1799,-19,23,8,-34,Estimate
59,Jefferson,1984,413716,7553,6451,2014,3116,Estimate
61,Kiowa,1984,1950,25,39,18,4,Estimate
63,Kit Carson,1984,7812,47,131,89,5,Estimate
65,Lake,1984,7163,-494,132,34,-592,Estimate
67,La Plata,1984,31072,227,548,190,-131,Estimate
69,Larimer,1984,166500,3696,2697,884,1883,Estimate
71,Las Animas,1984,14714,-421,213,189,-445,Estimate
73,Lincoln,1984,4465,-93,90,52,-131,Estimate
75,Logan,1984,19382,-405,317,182,-540,Estimate
77,Mesa,1984,93474,-3201,1674,704,-4171,Estimate
79,Mineral,1984,867,-10,13,6,-17,Estimate
81,Moffat,1984,14412,-1210,267,72,-1405,Estimate
83,Montezuma,1984,19826,217,353,136,0,Estimate
85,Montrose,1984,24943,-600,405,211,-794,Estimate
87,Morgan,1984,22827,-459,443,222,-680,Estimate
89,Otero,1984,21815,-476,405,235,-646,Estimate
91,Ouray,1984,2207,83,32,16,67,Estimate
93,Park,1984,6747,-141,126,23,-244,Estimate
95,Phillips,1984,4430,-258,66,48,-276,Estimate
97,Pitkin,1984,10773,566,156,24,434,Estimate
99,Prowers,1984,14307,203,318,120,5,Estimate
101,Pueblo,1984,122360,-1074,1926,1090,-1910,Estimate
103,Rio Blanco,1984,6941,-680,135,35,-780,Estimate
105,Rio Grande,1984,11375,2,198,111,-85,Estimate
107,Routt,1984,14248,395,255,65,205,Estimate
109,Saguache,1984,4387,-47,92,32,-107,Estimate
111,San Juan,1984,916,-93,26,6,-113,Estimate
